transaction_id,Sta,station_name,Dest,dest_station_name,Line,LineCC,PrType,TxT,FarT,Value,TrxDetail,InsertionDateTime
42630,117,Preet Vihar,119,Anand Vihar,Blue Line (V),BLV,QR Ticket,Entry,Adult,10.00,QR-20240517-151357,2024-05-17 20:46:42
42631,29,Chhatarpur,28,Qutab Minar,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240604-653926,2024-06-04 17:32:25
42632,115,Laxmi Nagar,116,Nirman Vihar,Blue Line (V),BLV,Other,Entry,Adult,30.00,OT-20240617-088089,2024-06-17 20:55:08
42633,94,Kanhaiya Nagar,104,Mansarovar Park,Red Line,RL,Other,Exit,Concession,20.00,OT-20240502-178831,2024-05-02 18:37:29
42634,30,Sultanpur,19,Udyog Bhawan,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240709-266920,2024-07-09 20:25:11
42635,30,Sultanpur,21,Jor Bagh,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240715-173724,2024-07-15 12:02:49
42636,119,Anand Vihar,116,Nirman Vihar,Blue Line (V),BLV,Other,Entry,Student,50.00,OT-20240528-375398,2024-05-28 08:54:28
42637,49,Uttam Nagar West,54,Subhash Nagar,Blue Line (N),BLN,QR Ticket,Exit,Adult,40.00,QR-20240603-415984,2024-06-03 09:56:50
42638,102,Welcome,94,Kanhaiya Nagar,Red Line,RL,NCMC,Entry,Adult,60.00,NC-20240605-146514,2024-06-05 09:23:23
42639,35,MG Road,21,Jor Bagh,Yellow Line,YL,Other,Entry,Senior Citizen,30.00,OT-20240629-467038,2024-06-29 13:06:40
42640,11,Civil Lines,24,Green Park,Yellow Line,YL,Other,Exit,Senior Citizen,50.00,OT-20240711-392082,2024-07-11 15:17:37
42641,34,Sikanderpur,24,Green Park,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240718-919336,2024-07-18 17:21:41
42642,139,Pandit Shree Ram Sharma,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Exit,Senior Citizen,30.00,OT-20240803-368416,2024-08-03 06:12:54
42643,25,Hauz Khas,21,Jor Bagh,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240530-835594,2024-05-30 07:41:10
42644,18,Central Secretariat,1,Samaypur Badli,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240701-331994,2024-07-01 05:19:43
42645,12,Kashmere Gate,11,Civil Lines,Yellow Line,YL,QR Ticket,Exit,Adult,10.00,QR-20240513-443353,2024-05-13 16:09:29
42646,25,Hauz Khas,11,Civil Lines,Yellow Line,YL,Other,Entry,Senior Citizen,20.00,OT-20240514-122633,2024-05-14 14:07:53
42647,87,Rithala,54,Subhash Nagar,Red Line,RL,Other,Exit,Adult,30.00,OT-20240501-424566,2024-05-01 20:53:13
42648,15,New Delhi,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240529-721763,2024-05-29 22:14:34
42649,95,Inderlok,108,Raj Bagh,Red Line,RL,Other,Entry,Senior Citizen,50.00,OT-20240708-143009,2024-07-08 22:12:25
42650,124,Shivaji Park,138,Tikri Border,Green Line,GL,Other,Exit,Concession,50.00,OT-20240602-151052,2024-06-02 00:05:49
42651,105,Jhilmil,100,Shastri Park,Red Line,RL,Other,Entry,Senior Citizen,20.00,OT-20240717-468016,2024-07-17 18:12:19
42652,75,Noida Sector 15,69,Indraprastha,Blue Line (N),BLN,Other,Entry,Adult,60.00,OT-20240521-964606,2024-05-21 20:56:00
42653,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Exit,Adult,10.00,OT-20240712-128595,2024-07-12 07:58:11
42654,61,Patel Nagar,71,Akshardham,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240725-700958,2024-07-25 18:39:47
42655,5,Adarsh Nagar,10,Vidhan Sabha,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240731-976548,2024-07-31 19:19:36
42656,7,Model Town,15,New Delhi,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240804-933239,2024-08-04 07:30:43
42657,121,Vaishali,119,Anand Vihar,Blue Line (V),BLV,Other,Entry,Concession,50.00,OT-20240627-300302,2024-06-27 16:14:03
42658,97,Pratap Nagar,41,Dwarka Sector 10,Red Line,RL,QR Ticket,Entry,Concession,20.00,QR-20240428-726966,2024-04-28 16:01:58
42659,25,Hauz Khas,24,Green Park,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240603-119898,2024-06-03 21:25:17
42660,119,Anand Vihar,121,Vaishali,Blue Line (V),BLV,Other,Entry,Concession,50.00,OT-20240619-482560,2024-06-19 22:23:16
42661,15,New Delhi,101,Seelampur,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240626-136713,2024-06-26 16:46:01
42662,129,Udyog Nagar,54,Subhash Nagar,Green Line,GL,QR Ticket,Exit,Adult,60.00,QR-20240613-299404,2024-06-13 15:18:29
42663,34,Sikanderpur,33,Guru Dronacharya,Yellow Line,YL,Other,Entry,Student,20.00,OT-20240720-413513,2024-07-20 11:26:04
42664,59,Kirti Nagar,71,Akshardham,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240514-258758,2024-05-14 16:58:30
42665,25,Hauz Khas,20,Lok Kalyan Marg,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240524-496480,2024-05-24 10:21:27
42666,54,Subhash Nagar,76,Noida Sector 16,Blue Line (N),BLN,Other,Entry,Concession,10.00,OT-20240617-906121,2024-06-17 17:24:43
42667,22,INA,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240501-956009,2024-05-01 10:35:28
42668,37,HUDA City Centre,12,Kashmere Gate,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240604-880060,2024-06-04 06:38:04
42669,77,Noida Sector 18,67,Mandi House,Blue Line (N),BLN,QR Ticket,Exit,Adult,60.00,QR-20240622-955594,2024-06-22 13:51:57
42670,7,Model Town,36,IFFCO Chowk,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240726-359637,2024-07-26 17:48:04
42671,30,Sultanpur,22,INA,Yellow Line,YL,Other,Exit,Concession,30.00,OT-20240804-007385,2024-08-04 10:02:55
42672,38,Dwarka Sector 21,48,Nawada,Blue Line (N),BLN,Other,Entry,Adult,40.00,OT-20240520-468997,2024-05-20 06:20:19
42673,87,Rithala,96,Shastri Nagar,Red Line,RL,Other,Entry,Adult,60.00,OT-20240530-491634,2024-05-30 21:58:20
42674,87,Rithala,106,Dilshad Garden,Red Line,RL,Other,Entry,Concession,50.00,OT-20240730-965178,2024-07-30 09:58:59
42675,116,Nirman Vihar,115,Laxmi Nagar,Blue Line (V),BLV,Other,Exit,Adult,40.00,OT-20240606-799614,2024-06-06 08:23:34
42676,18,Central Secretariat,13,Chandni Chowk,Yellow Line,YL,QR Ticket,Entry,Student,40.00,QR-20240617-750387,2024-06-17 17:30:42
42677,120,Kaushambi,93,Keshav Puram,Blue Line (V),BLV,QR Ticket,Exit,Adult,50.00,QR-20240625-133279,2024-06-25 18:38:14
42678,115,Laxmi Nagar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Entry,Concession,50.00,QR-20240504-583144,2024-05-04 18:23:24
42679,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Exit,Senior Citizen,50.00,OT-20240713-352053,2024-07-13 12:36:25
42680,22,INA,15,New Delhi,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240621-877448,2024-06-21 09:25:49
42681,129,Udyog Nagar,136,Ghevra,Green Line,GL,QR Ticket,Exit,Concession,20.00,QR-20240724-347414,2024-07-24 18:42:14
42682,37,HUDA City Centre,25,Hauz Khas,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240627-936528,2024-06-27 06:27:42
42683,16,Rajiv Chowk,26,Malviya Nagar,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240714-748734,2024-07-14 09:18:49
42684,32,Arjan Garh,27,Saket,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240527-712340,2024-05-27 19:53:13
42685,49,Uttam Nagar West,59,Kirti Nagar,Blue Line (N),BLN,QR Ticket,Entry,Student,30.00,QR-20240715-880711,2024-07-15 19:49:33
42686,37,HUDA City Centre,11,Civil Lines,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240624-995892,2024-06-24 09:01:29
42687,31,Ghitorni,27,Saket,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240502-911471,2024-05-02 21:58:10
42688,32,Arjan Garh,165,Mewala Maharajpur,Yellow Line,YL,QR Ticket,Exit,Student,60.00,QR-20240723-438593,2024-07-23 09:25:22
42689,129,Udyog Nagar,135,Mundka Industrial Area,Green Line,GL,QR Ticket,Exit,Adult,60.00,QR-20240708-420167,2024-07-08 17:01:21
42690,17,Patel Chowk,1,Samaypur Badli,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240615-412000,2024-06-15 08:36:42
42691,6,Azadpur,17,Patel Chowk,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240731-464655,2024-07-31 07:03:36
42692,9,Vishwavidyalaya,37,HUDA City Centre,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240718-413286,2024-07-18 07:05:03
42693,25,Hauz Khas,20,Lok Kalyan Marg,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240720-940154,2024-07-20 14:00:44
42694,87,Rithala,92,Netaji Subhash Place,Red Line,RL,Other,Exit,Concession,50.00,OT-20240726-729532,2024-07-26 19:18:56
42695,102,Welcome,98,Pulbangash,Red Line,RL,Other,Exit,Student,50.00,OT-20240428-620282,2024-04-28 08:59:26
42696,115,Laxmi Nagar,121,Vaishali,Blue Line (V),BLV,Other,Exit,Adult,50.00,OT-20240628-152567,2024-06-28 09:49:38
42697,121,Vaishali,115,Laxmi Nagar,Blue Line (V),BLV,Other,Exit,Student,30.00,OT-20240709-780719,2024-07-09 09:12:01
42698,25,Hauz Khas,37,HUDA City Centre,Yellow Line,YL,Other,Exit,Adult,10.00,OT-20240510-461209,2024-05-10 21:29:51
42699,40,Dwarka Sector 9,62,Rajendra Place,Blue Line (N),BLN,QR Ticket,Entry,Adult,10.00,QR-20240629-319196,2024-06-29 11:41:58
42700,24,Green Park,14,Chawri Bazar,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240428-201671,2024-04-28 11:37:04
42701,111,Mohan Nagar,98,Pulbangash,Red Line,RL,QR Ticket,Exit,Adult,40.00,QR-20240703-219209,2024-07-03 13:18:42
42702,22,INA,32,Arjan Garh,Yellow Line,YL,QR Ticket,Entry,Adult,10.00,QR-20240429-887394,2024-04-29 07:52:37
42703,15,New Delhi,14,Chawri Bazar,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240523-635204,2024-05-23 17:04:08
42704,119,Anand Vihar,57,Ramesh Nagar,Blue Line (V),BLV,Other,Entry,Concession,20.00,OT-20240724-701708,2024-07-24 12:46:38
42705,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Entry,Adult,30.00,QR-20240603-876846,2024-06-03 10:33:52
42706,120,Kaushambi,121,Vaishali,Blue Line (V),BLV,Other,Exit,Adult,40.00,OT-20240508-387275,2024-05-08 16:01:57
42707,51,Janakpuri West,40,Dwarka Sector 9,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240717-390666,2024-07-17 22:27:47
42708,37,HUDA City Centre,33,Guru Dronacharya,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240429-388090,2024-04-29 09:29:14
42709,97,Pratap Nagar,107,Shaheed Nagar,Red Line,RL,Other,Exit,Student,40.00,OT-20240607-343101,2024-06-07 17:03:26
42710,78,Botanical Garden,68,Supreme Court,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240719-636817,2024-07-19 08:59:11
42711,34,Sikanderpur,11,Civil Lines,Yellow Line,YL,QR Ticket,Exit,Concession,40.00,QR-20240601-149220,2024-06-01 17:09:46
42712,25,Hauz Khas,31,Ghitorni,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240529-615926,2024-05-29 08:30:54
42713,37,HUDA City Centre,35,MG Road,Yellow Line,YL,QR Ticket,Exit,Adult,60.00,QR-20240625-747603,2024-06-25 19:42:19
42714,37,HUDA City Centre,6,Azadpur,Yellow Line,YL,Other,Entry,Concession,50.00,OT-20240627-876844,2024-06-27 21:11:32
42715,34,Sikanderpur,32,Arjan Garh,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240801-137864,2024-08-01 18:45:12
42716,74,New Ashok Nagar,69,Indraprastha,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240501-235667,2024-05-01 10:47:12
42717,120,Kaushambi,121,Vaishali,Blue Line (V),BLV,QR Ticket,Exit,Adult,50.00,QR-20240606-756227,2024-06-06 09:30:08
42718,25,Hauz Khas,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240619-408578,2024-06-19 08:23:59
42719,39,Dwarka Sector 8,78,Botanical Garden,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240606-759976,2024-06-06 20:11:01
42720,115,Laxmi Nagar,116,Nirman Vihar,Blue Line (V),BLV,Other,Entry,Student,30.00,OT-20240625-766742,2024-06-25 12:37:12
42721,114,Shaheed Sthal,103,Shahdara,Red Line,RL,Other,Exit,Adult,50.00,OT-20240722-707696,2024-07-22 19:44:34
42722,31,Ghitorni,150,Jangpura,Yellow Line,YL,Other,Exit,Student,40.00,OT-20240711-120865,2024-07-11 17:23:28
42723,118,Karkarduma,120,Kaushambi,Blue Line (V),BLV,Other,Entry,Adult,30.00,OT-20240707-315576,2024-07-07 10:47:27
42724,13,Chandni Chowk,35,MG Road,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240514-196375,2024-05-14 18:05:09
42725,103,Shahdara,33,Guru Dronacharya,Red Line,RL,QR Ticket,Entry,Adult,50.00,QR-20240514-391283,2024-05-14 17:35:26
42726,25,Hauz Khas,1,Samaypur Badli,Yellow Line,YL,QR Ticket,Entry,Concession,60.00,QR-20240516-434573,2024-05-16 00:25:45
42727,128,Peera Garhi,129,Udyog Nagar,Green Line,GL,Other,Exit,Adult,30.00,OT-20240523-039023,2024-05-23 19:39:25
42728,25,Hauz Khas,27,Saket,Yellow Line,YL,Other,Exit,Concession,10.00,OT-20240429-492638,2024-04-29 18:41:28
42729,25,Hauz Khas,33,Guru Dronacharya,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240606-979773,2024-06-06 11:31:06
42730,107,Shaheed Nagar,113,Hindon River,Red Line,RL,QR Ticket,Entry,Concession,50.00,QR-20240705-982267,2024-07-05 12:12:12
42731,25,Hauz Khas,16,Rajiv Chowk,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240623-709849,2024-06-23 20:03:49
42732,66,Barakhamba Road,62,Rajendra Place,Blue Line (N),BLN,Other,Exit,Adult,40.00,OT-20240723-401742,2024-07-23 18:46:16
42733,16,Rajiv Chowk,150,Jangpura,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240718-555724,2024-07-18 18:59:52
42734,87,Rithala,104,Mansarovar Park,Red Line,RL,QR Ticket,Exit,Adult,60.00,QR-20240721-715794,2024-07-21 11:18:08
42735,123,Punjabi Bagh,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Exit,Adult,40.00,OT-20240613-015324,2024-06-13 18:42:04
42736,134,Mundka,141,Brigadier Hoshiar Singh,Green Line,GL,NCMC,Exit,Adult,30.00,NC-20240720-279358,2024-07-20 13:29:40
42737,112,Arthala,88,Rohini West,Red Line,RL,QR Ticket,Exit,Student,30.00,QR-20240710-104430,2024-07-10 05:06:17
42738,148,Khan Market,170,Bata Chowk,Violet Line,VL,Other,Entry,Adult,50.00,OT-20240522-342474,2024-05-22 17:20:53
42739,22,INA,21,Jor Bagh,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240712-777014,2024-07-12 17:52:25
42740,118,Karkarduma,115,Laxmi Nagar,Blue Line (V),BLV,QR Ticket,Entry,Adult,40.00,QR-20240531-663068,2024-05-31 06:48:57
42741,56,Rajouri Garden,42,Dwarka Sector 11,Blue Line (N),BLN,Other,Exit,Adult,10.00,OT-20240505-116437,2024-05-05 19:16:57
42742,37,HUDA City Centre,31,Ghitorni,Yellow Line,YL,Other,Exit,Concession,30.00,OT-20240703-944359,2024-07-03 13:48:15
42743,25,Hauz Khas,6,Azadpur,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240716-234935,2024-07-16 18:28:02
42744,120,Kaushambi,117,Preet Vihar,Blue Line (V),BLV,Other,Entry,Adult,40.00,OT-20240720-532245,2024-07-20 18:33:23
42745,28,Qutab Minar,22,INA,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240802-880328,2024-08-02 20:48:20
42746,16,Rajiv Chowk,36,IFFCO Chowk,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240512-352496,2024-05-12 18:05:28
42747,5,Adarsh Nagar,32,Arjan Garh,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240502-506560,2024-05-02 10:52:35
42748,22,INA,18,Central Secretariat,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,30.00,QR-20240719-712654,2024-07-19 13:06:10
42749,14,Chawri Bazar,9,Vishwavidyalaya,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240621-787395,2024-06-21 22:40:45
42750,38,Dwarka Sector 21,55,Tagore Garden,Blue Line (N),BLN,Other,Exit,Student,30.00,OT-20240508-397253,2024-05-08 21:02:00
42751,25,Hauz Khas,9,Vishwavidyalaya,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240717-303141,2024-07-17 13:23:05
42752,21,Jor Bagh,29,Chhatarpur,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240519-066930,2024-05-19 16:02:57
42753,19,Udyog Bhawan,42,Dwarka Sector 11,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240621-446553,2024-06-21 20:10:32
42754,31,Ghitorni,26,Malviya Nagar,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240704-650329,2024-07-04 07:47:25
42755,25,Hauz Khas,13,Chandni Chowk,Yellow Line,YL,QR Ticket,Entry,Adult,30.00,QR-20240727-530217,2024-07-27 08:30:20
42756,27,Saket,32,Arjan Garh,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240712-145405,2024-07-12 19:24:42
42757,77,Noida Sector 18,68,Supreme Court,Blue Line (N),BLN,Other,Exit,Student,20.00,OT-20240524-937617,2024-05-24 09:37:05
42758,34,Sikanderpur,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,40.00,QR-20240707-923346,2024-07-07 20:00:19
42759,38,Dwarka Sector 21,43,Dwarka Sector 12,Blue Line (N),BLN,Other,Entry,Senior Citizen,40.00,OT-20240510-343747,2024-05-10 06:24:39
42760,128,Peera Garhi,132,Nangloi Railway Station,Green Line,GL,Other,Entry,Student,10.00,OT-20240526-009706,2024-05-26 19:25:04
42761,151,Lajpat Nagar,168,Old Faridabad,Violet Line,VL,Other,Exit,Adult,60.00,OT-20240530-409189,2024-05-30 20:21:25
42762,15,New Delhi,12,Kashmere Gate,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240511-470158,2024-05-11 19:45:51
42763,25,Hauz Khas,7,Model Town,Yellow Line,YL,Other,Exit,Concession,30.00,OT-20240523-459231,2024-05-23 08:58:33
42764,25,Hauz Khas,19,Udyog Bhawan,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240625-559925,2024-06-25 09:19:16
42765,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,QR Ticket,Entry,Adult,30.00,QR-20240515-506028,2024-05-15 11:34:51
42766,97,Pratap Nagar,87,Rithala,Red Line,RL,QR Ticket,Entry,Student,40.00,QR-20240521-664386,2024-05-21 17:10:35
42767,34,Sikanderpur,26,Malviya Nagar,Yellow Line,YL,Other,Exit,Adult,10.00,OT-20240512-941701,2024-05-12 19:00:27
42768,35,MG Road,113,Hindon River,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,40.00,QR-20240705-206993,2024-07-05 20:16:54
42769,102,Welcome,113,Hindon River,Red Line,RL,QR Ticket,Entry,Adult,50.00,QR-20240713-234121,2024-07-13 09:06:50
42770,28,Qutab Minar,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240503-620501,2024-05-03 18:00:04
42771,37,HUDA City Centre,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Entry,Concession,40.00,QR-20240430-581126,2024-04-30 11:00:44
42772,16,Rajiv Chowk,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Entry,Concession,60.00,QR-20240516-988238,2024-05-16 17:43:20
42773,7,Model Town,4,Jahangirpuri,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240611-687445,2024-06-11 07:09:16
42774,37,HUDA City Centre,31,Ghitorni,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240729-871620,2024-07-29 17:12:25
42775,116,Nirman Vihar,119,Anand Vihar,Blue Line (V),BLV,Other,Entry,Adult,50.00,OT-20240515-426407,2024-05-15 11:50:52
42776,152,Moolchand,156,Govind Puri,Violet Line,VL,Other,Entry,Adult,60.00,OT-20240702-950063,2024-07-02 12:00:09
42777,61,Patel Nagar,85,Noida Sector 62,Blue Line (N),BLN,QR Ticket,Exit,Adult,40.00,QR-20240514-506903,2024-05-14 18:34:09
42778,82,Noida Sector 52,54,Subhash Nagar,Blue Line (N),BLN,Other,Entry,Adult,10.00,OT-20240702-074685,2024-07-02 09:41:59
42779,128,Peera Garhi,124,Shivaji Park,Green Line,GL,Other,Exit,Adult,30.00,OT-20240530-558506,2024-05-30 09:25:52
42780,138,Tikri Border,129,Udyog Nagar,Green Line,GL,Other,Entry,Adult,30.00,OT-20240630-590833,2024-06-30 05:32:01
42781,115,Laxmi Nagar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Exit,Senior Citizen,40.00,QR-20240719-822848,2024-07-19 08:23:00
42782,16,Rajiv Chowk,14,Chawri Bazar,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240623-909925,2024-06-23 22:10:12
42783,98,Pulbangash,110,Shyam Park,Red Line,RL,Other,Exit,Adult,20.00,OT-20240707-705056,2024-07-07 11:38:26
42784,118,Karkarduma,121,Vaishali,Blue Line (V),BLV,Other,Exit,Adult,40.00,OT-20240521-159580,2024-05-21 05:30:41
42785,124,Shivaji Park,141,Brigadier Hoshiar Singh,Green Line,GL,Other,Entry,Student,40.00,OT-20240520-266116,2024-05-20 12:04:31
42786,25,Hauz Khas,26,Malviya Nagar,Yellow Line,YL,QR Ticket,Exit,Adult,30.00,QR-20240514-549716,2024-05-14 10:11:55
42787,33,Guru Dronacharya,17,Patel Chowk,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240529-524042,2024-05-29 19:22:21
42788,35,MG Road,33,Guru Dronacharya,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240604-876996,2024-06-04 16:51:19
42789,29,Chhatarpur,144,Jama Masjid,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240629-546723,2024-06-29 17:39:36
42790,29,Chhatarpur,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240614-239307,2024-06-14 11:58:56
42791,66,Barakhamba Road,24,Green Park,Blue Line (N),BLN,QR Ticket,Entry,Adult,60.00,QR-20240607-055252,2024-06-07 17:33:04
42792,14,Chawri Bazar,25,Hauz Khas,Yellow Line,YL,Other,Entry,Adult,20.00,OT-20240625-310891,2024-06-25 18:28:24
42793,18,Central Secretariat,16,Rajiv Chowk,Yellow Line,YL,Other,Exit,Concession,40.00,OT-20240725-645326,2024-07-25 22:12:25
42794,112,Arthala,98,Pulbangash,Red Line,RL,QR Ticket,Entry,Senior Citizen,40.00,QR-20240705-361293,2024-07-05 16:50:06
42795,51,Janakpuri West,58,Moti Nagar,Blue Line (N),BLN,QR Ticket,Entry,Concession,10.00,QR-20240525-949312,2024-05-25 17:53:20
42796,25,Hauz Khas,27,Saket,Yellow Line,YL,QR Ticket,Entry,Concession,50.00,QR-20240709-323244,2024-07-09 09:48:08
42797,39,Dwarka Sector 8,49,Uttam Nagar West,Blue Line (N),BLN,Other,Entry,Concession,30.00,OT-20240716-919787,2024-07-16 08:30:21
42798,87,Rithala,107,Shaheed Nagar,Red Line,RL,Other,Entry,Adult,30.00,OT-20240526-679278,2024-05-26 20:22:46
42799,137,Tikri Kalan,136,Ghevra,Green Line,GL,Other,Exit,Student,40.00,OT-20240725-026787,2024-07-25 19:51:22
42800,24,Green Park,17,Patel Chowk,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240620-056634,2024-06-20 08:15:11
42801,25,Hauz Khas,26,Malviya Nagar,Yellow Line,YL,NCMC,Entry,Adult,20.00,NC-20240801-042151,2024-08-01 16:26:31
42802,25,Hauz Khas,29,Chhatarpur,Yellow Line,YL,Other,Entry,Concession,40.00,OT-20240722-092388,2024-07-22 07:47:47
42803,25,Hauz Khas,30,Sultanpur,Yellow Line,YL,QR Ticket,Entry,Concession,40.00,QR-20240723-740092,2024-07-23 10:21:49
42804,99,Tis Hazari,106,Dilshad Garden,Red Line,RL,Other,Exit,Adult,20.00,OT-20240612-156293,2024-06-12 11:41:31
42805,107,Shaheed Nagar,95,Inderlok,Red Line,RL,Other,Exit,Senior Citizen,60.00,OT-20240729-669800,2024-07-29 16:20:03
42806,87,Rithala,114,Shaheed Sthal,Red Line,RL,Other,Exit,Adult,30.00,OT-20240519-628789,2024-05-19 16:34:14
42807,21,Jor Bagh,32,Arjan Garh,Yellow Line,YL,Other,Exit,Student,30.00,OT-20240504-573897,2024-05-04 08:29:25
42808,137,Tikri Kalan,130,Maharaja Surajmal Stadium,Green Line,GL,Other,Exit,Concession,40.00,OT-20240525-475934,2024-05-25 07:02:56
42809,54,Subhash Nagar,85,Noida Sector 62,Blue Line (N),BLN,Other,Entry,Adult,10.00,OT-20240621-282902,2024-06-21 17:38:22
42810,31,Ghitorni,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240428-198754,2024-04-28 13:25:24
42811,19,Udyog Bhawan,25,Hauz Khas,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240612-754015,2024-06-12 11:12:30
42812,25,Hauz Khas,11,Civil Lines,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240626-622243,2024-06-26 08:43:26
42813,11,Civil Lines,31,Ghitorni,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240605-141328,2024-06-05 16:18:25
42814,9,Vishwavidyalaya,15,New Delhi,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240725-742730,2024-07-25 20:58:30
42815,21,Jor Bagh,13,Chandni Chowk,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240521-236731,2024-05-21 15:35:47
42816,84,Noida Sector 59,85,Noida Sector 62,Blue Line (N),BLN,Other,Entry,Senior Citizen,50.00,OT-20240503-204702,2024-05-03 11:05:19
42817,115,Laxmi Nagar,117,Preet Vihar,Blue Line (V),BLV,Other,Entry,Adult,50.00,OT-20240614-833324,2024-06-14 11:42:12
42818,118,Karkarduma,117,Preet Vihar,Blue Line (V),BLV,Other,Exit,Adult,60.00,OT-20240516-864883,2024-05-16 19:08:01
42819,19,Udyog Bhawan,12,Kashmere Gate,Yellow Line,YL,Other,Exit,Adult,20.00,OT-20240510-967308,2024-05-10 17:24:22
